TRAIT_NAME_CHASTE;Chaste;Chaste;Keuschheit;Casto;Puro;;;;;;X
TRAIT_DESC_BRILLIANT_STRATEGIST;This character is a genius of tactics and strategy. This character has mastered fully the art of war, and is more at ease on the battlefield than anywhere else. His plans are so devious and effective, he is able to devise strategies that win battles again and again. In this chaotic world, few are capable enough to be called brilliant strategists. (Effects: +9 martial, +1 stewardship -1 diplomacy, +3 intrigue, +3 health);Ce personnage est un génie de la guerre, tactiquement et stratégiquement. Ce personnage a maîtrisé complètement l'art de la guerre, et il est plus à l'aise sur le champ de bataille que partout ailleurs. Ses plans sont si tortueux et efficaces, qu'il est capable d'imaginer des stratégies qui permettent de toujours remporter les batailles. Dans ce monde chaotique, très peu sont assez compétents pour être appelés de brillants stratèges.;Der Charakter ist ein großartiger Krieger und ein glänzender Führer. Seine charismatischen und intellektuellen Fähigkeiten haben ihn nicht nur zu einem belesenen Taktiker gemacht, sondern auch zu einem brillianten Strategen. Er kann einen weitreichenden Plan über lange Zeit funktionieren lassen und spürt, warum der Ausgang einer Schlacht nicht unbedingt das ist, was zum Sieg im Krieg führt. Von dieser Art gibt es nur wenige.;Este personaje es un genio de la guerra, las tácticas y la estrategia. Ha dominado por completo el arte de la guerra y por eso se siente tan a gusto en el campo de batalla. Diseña estrategias tan enrevesadas y eficaces que conducen a la victoria sistemáticamente. En este caótico mundo, son pocos los que merecen el calificativo de estratega brillante.;Questo personaggio è un genio della guerra, della tattica e della strategia. Ha padroneggiato perfettamente l'arte della guerra, ed è più a suo agio sul campo di battaglia che in qualsiasi altro luogo. I suoi piani sono tortuosi ed efficaci e sa escogitare strategie che portano a ripetute vittorie. In questo mondo caotico, pochi sono così capaci da poter essere definiti brillanti strateghi.;;;;;;X
TRAIT_NAME_AMATEURISH_PETTIFOGGER;Amateurish Pettifogger;Scribouillard amateur;Amateurhafter Haarspalter;Leguleyo aficionado;Avvocatuccio dilettante;;;;;;X
TRAIT_DESC_AMATEURISH_PETTIFOGGER;The character loves to debate various topics and dabbles in diplomacy, the trouble is they are awful at such things. Lacking social skills, tact and the charisma for the sensitive art of diplomacy does not prevent them from meddling in it however. (Effects: +1 diplomacy, -1 martial, -1 intrigue);Le personnage aime débattre de divers sujets et tremper dans la diplomatie, le problème étant qu'il est très mauvais dans ce domaine: Le fait de manquer de talent social, de tact et de charisme pour l'art délicat de la diplomatie ne l'empêche pas cependant de s'en mêler.;Der Charakter diskutiert gerne verschiedene Themen und versucht sich in Diplomatie. Das Problem ist allerdings, dass der Charakter auf diesem Gebiet schrecklich untalentiert ist. Es fehlen ihm die soziale Fertigkeiten, der Takt und das Charisma für die empfindliche Kunst der Diplomatie, was ihn jedoch nicht daran hindert, sich trotzdem darin einzumischen.;A este personaje le encanta debatir sobre temas variados y hacerse el diplomático, pero por desgracia se le da fatal. Carece del tacto, el carisma y las aptitudes sociales que requiere algo tan delicado como la diplomacia, pero sigue entrometiéndose.;"Questo personaggio ama il dibattito su vari argomenti e si diletta di diplomazia; il problema è che non vale niente in nessuna delle due cose. La carenza di abilità sociali, del tatto e del carisma necessari per la delicata arte della diplomazia non gli impedisce di immischiarcisi comunque.";;;;;;X
TRAIT_NAME_PROVEN_DEALBREAKER;Gruff Diplomat;Diplomate expérimenté;Ausgewiesener Vertragsbrecher;Rompetratos acreditado;Brusco diplomatico;;;;;;X
TRAIT_DESC_PROVEN_DEALBREAKER;The character has been trained in the art of diplomacy and is able to break a deal or two to further their goals, lacking without finesse or grace. The character may be able to strike profitable agreements, but falls short of achieving greatness in their work. (Effects: +2 diplomacy, +1 stewardship, +1 intrigue);Le personnage a été entraîné dans l'art de la diplomatie et il est capable de souvent conclure des contrats profitables, mais aussi parfois de faire échouer une affaire ou deux, par manque de finesse ou de grâce. Le personnage est plus besogneux que talentueux.;Der Charakter ist in der Kunst der Diplomatie ausgebildet worden und in der Lage, ein oder zwei Verträge abzuschließen, um seine Ziele zu fördern. Dies tut er allerdings ohne Finesse oder Anmut. Der Charakter ist möglicherweise in der Lage, profitable Vereinbarungen zu erzielen, allerdings ohne jemals ein wirklich Großer im diplomatischen Geschäft zu werden.;Este personaje ha aprendido el arte de la diplomacia, y es capaz de romper acuerdos para alcanzar sus objetivos, aunque no le sobra tacto ni delicadeza. Es capaz de obtener tratos interesantes, pero no llega a destacar demasiado en su profesión.;Questo personaggio è stato addestrato nell'arte della diplomazia ed è capace di rompere un accordo o due pur di raggiungere i suoi obiettivi, senza finezza o grazia. Può riuscire a concludere accordi vantaggiosi, ma non raggiunge davvero la grandezza nel suo campo.;;;;;;X
TRAIT_NAME_CHARISMATIC_NEGOTIATOR;Charismatic Negotiator;Négociateur charismatique;Charismatischer Verhandlungsführer;Negociador carismático;Negoziatore carismatico;;;;;;X
TRAIT_DESC_CHARISMATIC_NEGOTIATOR;The character is well versed and accomplised in the art of diplomacy. Blessed with a blend of charisma and intelligence, they are able diplomats and have little trouble at persuading others to see their side of things. (Effects: +4 diplomacy, +1 stewardship, +2 intrigue);Le personnage est bien versé et accompli dans l'art de la diplomatie. Jouissant d'un mélange de charisme et d'intelligence, c'est un diplomate capable et il a peu de mal à persuader les autres pour qu'ils voient son côté des choses.;Der Charakter ist in seinem Fach sehr versiert. Charismatisch und mit hohem Intellekt ausgestattet, ist der Charakter ein Experte darin, bei Verhandlungen sehr gute Ergebnisse zu erzielen. Der Charakter ist in der Lage, das gesamte Spektrum seiner Persönlichkeit einzusetzen, um das zu bekommen, was er will.;El personaje está muy versado en el arte de la diplomacia. Dotado de carisma e inteligencia, es un diplomático competente que no tiene problemas para hacer que otros vean las cosas como él.;Questo personaggio è molto pratico ed esperto nell'arte della diplomazia. Benedetto da una combinazione di carisma e intelligenza, è un abile diplomatico e gli riesce facile persuadere gli altri a vedere le cose dal suo punto di vista.;;;;;;X
TRAIT_NAME_GREY_EMINENCE;Grey Eminence;Eminence grise ;Graue Eminenz;Eminencia en la sombra;Eminenza grigia;;;;;;X
TRAIT_DESC_GREY_EMINENCE;The character has mastered the art of diplomacy and uses their superior intellect and natural charm to further along negotiations of all kinds. Tactful, calm, persuasive and a brilliant planner they are able to get whatever they want. The character is an obvious genius and has a very bright future in the world of diplomacy.(Effects: +8 diplomacy, +3 intrigue, +1 stewardship);Le personnage a maîtrisé l'art de la diplomatie et utilise son intelligence supérieure et son charme naturel pour favoriser des négociations de toutes sortes. Ayant du tact, étant calme, persuasif et un brillant planificateur, il est capable d'obtenir tout ce qu'il désire. Le personnage est un génie évident et a un futur très brillant dans le monde de la diplomatie.;Der Charakter beherrscht die Kunst der Diplomatie meisterhaft und verwendet seinen überlegenen Intellekt und sein natürliches Charisma bei Verhandlungen aller Art. Durch seine taktvolle, ruhige und überzeugende Art und eine brilliante Planung bekommt er, was immer er will. Der Charakter ist ganz offensichtlich ein Genie und hat eine glänzende Zukunft in der Welt der Diplomatie vor sich.;Este personaje domina el arte de la diplomacia y se vale de su gran intelecto y encanto natural para llevar todo tipo de negociaciones. Discreto, sereno, persuasivo y brillante planificador, es capaz de conseguir lo que se proponga. Salta a la vista que es un genio y que le espera un brillante futuro en el mundo de la diplomacia.;Questo personaggio ha padroneggiato l'arte della diplomazia e si serve del suo superiore intelletto e del suo fascino naturale per portare avanti negoziati di ogni tipo. Ricco di tatto, calmo, convincente e brillante pianificatore, riesce a ottenere tutto ciò che vuole. È ovviamente un genio e ha un futuro molto luminoso nel mondo della diplomazia.;;;;;;X
TRAIT_NAME_HOLE_IN_THE_POCKET;Hopeless Spender;Dépensier;Armer Schlucker;Manirroto;Spendaccione;;;;;;X
TRAIT_DESC_HOLE_IN_THE_POCKET;The character was trained in stewardship and has come to love money, and unfortunately, they love spending it even more. To make matters worse, they are not very good at making money and are quick to lose any fortune they had to begin with. You will definitely not want this character. (Effects: +1 diplomacy, -2 intrigue, -1 stewardship);Le personnage a été formé pour être intendant et il en est venu à adorer l'argent, et malheureusement, il aime encore plus le dépenser. Pour rendre les choses pires encore, il n'est pas très bon pour faire fructifier l'argent et il est prompt à perdre les fortunes avec laquelle il aurait dû commencer une nouvelle entreprise.;Der Charakter wurde in Verwaltung ausgebildet und liebt das Geld. Unglücklicherweise liebt er es leider noch mehr, Geld wieder auszugeben. Um die Sache noch schlechter zu machen, der Charakter ist auch nicht gerade sehr gut daran, Geld zu verdienen und normalerweise verliert er jedes Vermögen, das ihm anvertraut wird, sehr schnell.;Este personaje estudió administración y adora el dinero pero, desafortunadamente, todavía le gusta más gastarlo. Por si esto fuera poco, no se le da bien ganarlo, así que no tardará en perder su fortuna inicial. No cabe duda de que este personaje no te conviene.;Questo personaggio è stato addestrato nel campo dell'amministrazione e ha imparato ad amare il denaro, ma purtroppo ama ancora di più spenderlo. Per peggiorare le cose, non è molto bravo a guadagnare e perde velocemente qualsiasi patrimonio possieda inizialmente. Decisamente non ti conviene scegliere questo personaggio.;;;;;;X
TRAIT_NAME_PROVEN_ACCOUNTANT;Crafty Merchant;Comptable scrupuleux;Ausgewiesener Buchhalter;Contable acreditado;Abile mercante;;;;;;X
TRAIT_DESC_PROVEN_ACCOUNTANT;The character was trained in stewardship and has become quite skilled in making money as well. Although they do not excel at governance or mercantile pursuits, they are able enough to manage smaller enterprises effectively. (Effects: +2 stewardship, +1 diplomacy);Le personnage a été formé pour être intendant et est devenu aussi très bon pour gagner de l'argent. Bien qu'il n'excelle pas dans le gouvernement ou les activités mercantiles, il est suffisamment capable pour gérer efficacement un petit domaine.;Der Charakter ist in der Verwaltung ausgebildet und recht geschickt darin. Trotzdem fehlen ihm die Vorstellungskraft und die Intuition, um über mehr als den Durchschnitt hinauszukommen. Unter der Aufsicht des Charakters entwickelt sich die Wirtschaft stetig, aber langsam.;Este personaje estudió administración y tiene cierto talento para ganar dinero. Las actividades mercantiles o gubernamentales le quedan grandes, pero es capaz de gestionar empresas menores.;Questo personaggio è stato addestrato nel campo dell'amministrazione ed è diventato molto bravo anche a guadagnare denaro. Non eccelle nelle attività governative o mercantili, ma riesce a gestire con buona efficienza imprese minori.;;;;;;X
TRAIT_NAME_FORTUNE_BUILDER;Silver Tongue;Brillant entrepreneur;Finanzgenie;Amasador de fortuna;Lingua d'argento;;;;;;X
TRAIT_DESC_FORTUNE_BUILDER;The character is not only very good at stewardship, he or she, is also imaginative and skilled in finding new profitable areas of investment. The characters intellectual agility allows them to make grand statements of promise to those foolish enough to buy into their designs. Very talented at making money and a very persuasive and sharp merchant. (Effects: +4 stewardship, +1 intrigue, +2 diplomacy);Le personnage est non seulement très bon pour l'intendance, mais il est aussi très imaginatif et doué pour trouver de nouvelles formes d'investissement profitables. Très talentueux pour gagner de l'argent et un marchand très persuasif et malin.;Der Charakter ist nicht nur sehr gut in Verwaltungsangelegenheiten, er ist auch einfallsreich und geschickt darin, neue profitable Bereiche für Investitionen zu finden. Die intellektuelle Agilität des Charakters erlaubt es ihm, jenen, die töricht genug sind ihm seine Pläne abzukaufen, großartige Versprechungen zu machen. Er ist im Geld verdienen sehr begabt und ein sehr überzeugender und scharfsinniger Kaufmann.;Este personaje no sólo destaca como administrador, sino que es muy hábil y ocurrente a la hora de identificar provechosas oportunidades de inversión. Su agilidad intelectual le permite formular grandes promesas a aquellos lo bastante incautos como para creer en sus planes. Muy capacitado para ganar dinero y muy astuto y persuasivo como comerciante.;Questo personaggio non solo è molto bravo come amministratore, ma possiede anche l'immaginazione e l'abilità necessaria a trovare nuove e proficue aree di investimento. La sua agilità intellettuale gli permette di fare grandi promesse a coloro che sono abbastanza folli da investire nei suoi progetti. Ha un grande talento per guadagnare denaro ed è un mercante molto convincente e acuto.;;;;;;X
TRAIT_NAME_MIDAS_TOUCHED;Midas Touched;Transforme tout ce qu'il touche en or;Aus-Dreck-Gold-Macher;Tocado por Midas;Con il tocco di Mida;;;;;;X
TRAIT_DESC_MIDAS_TOUCHED;The character was born with the talent to make large sums of money. They have the natural ability to turn more or less anything into golden success. Excellent in stewardship beyond the levels of most others, the character is destined to invite everlasting wealth and prosperity for the realm. (Effects: +6 stewardship, +3 diplomacy, +1 intrigue);Le personnage est né avec le talent de gagner de grosses sommes d'argent. Il a une habileté naturelle à transformer à peu près tout en or. Excellent en intendance au delà du niveau de la plupart des autres, le personnage est destiné à faire entrer une richesse durable dans la famille régnante et la prospérité dans le royaume.;Der Charakter wurde mit dem Talent geboren, große Summen an Geld zu machen. Er oder sie besitzt die geniale Fähigkeit, mehr oder weniger alles in bare Münze umzuwandeln. Ausgezeichnet in Verwaltungsangelegenheiten jenseits der breiten Mehrheit ist der Charakter auf dem Weg, ewig währende Reichtümer und Profite für das Reich zu erzielen.;Este personaje nació con el don de atraer grandes sumas de dinero. Es capaz de convertir casi cualquier cosa en un dorado éxito. Es excelente como administrador, muy por encima del resto, y toda una garantía de riqueza y prosperidad indefinidas para el reino.;Questo personaggio è nato con la capacità di guadagnare grosse somme di denaro. Grazie al suo talento naturale trasforma praticamente tutto in un successo. Eccelle nell'amministrazione, in cui supera quasi tutti, ed è destinato ad attrarre nel reame eterna ricchezza e prosperità.;;;;;;X
TRAIT_NAME_EXCOMMUNICATED;Excommunicated;Excommunié;Exkommuniziert;Excomulgado;Scomunicato;;;;;;X
TRAIT_DESC_EXCOMMUNICATED;This character has been exiled from their religion by the head of their church. The christian example is having the Pope in Rome excommunicate someone from the Catholic faith. This is essentially a curse on their soul and a blight on their character. (Effects: very bad!);Ce personnage a été exilé de sa religion par la tête de l'église. Le Chrétien par exemple fait excommunier quelqu'un par le Pape à Rome de la foi Catholique. C'est essentiellement un fléau sur son âme et un assombrissement de son caractère.;Der Charakter wurde vom Heiligen Vater aus der christlichen Gemeinschaft verbannt.;Este personaje ha sido expulsado de su religión por el jefe de su iglesia. En el caso cristiano, es el Papa de Roma quien aplica la excomunión de la fe católica. Es una maldición para su alma y un gran daño para su persona.;Il capo della sua chiesa ha escluso dalla religione questo personaggio. Se si parla della religione cristiana, è il papa a Roma che può scomunicare qualcuno di fede cattolica. La scomunica è essenzialmente una maledizione per l'anima e un flagello per il personaggio.;;;;;;X
TRAIT_NAME_CRUSADER;Crusader;Croisé;Kreuzritter;Cruzado;Crociato;;;;;;X
TRAIT_DESC_CRUSADER;The character is consumed with the desire to embark on a holy crusade against the infidel. (Effects: very high crusade expectations, much higher rewards for success);Le personnage est actuellement en croisade contre les infidèles.;Der Charakter befindet sich zur Zeit auf einem heiligen Kreuzzug gegen die Ungläubigen.;El personaje participa actualmente en una santa cruzada contra el infiel.;Questo personaggio è attualmente impegnato in una santa crociata contro l'infedele.;;;;;;X
TRAIT_NAME_USER_DEFINED_A;User Defined A;;;;;;;;;;X
TRAIT_DESC_USER_DEFINED_A;User Defined A (Effects: none);;;;;;;;;;X
TRAIT_NAME_USER_DEFINED_B;User Defined B;;;;;;;;;;X
TRAIT_DESC_USER_DEFINED_B;User Defined B (Effects: none);;;;;;;;;;X
TRAIT_NAME_USER_DEFINED_C;User Defined C;;;;;;;;;;X
TRAIT_DESC_USER_DEFINED_C;User Defined C (Effects: none);;;;;;;;;;X
#EOF;;;;;;;;;;;X
#EOF;;;;;;;;;;;X
